word,tf-idf-pos,tf-idf-neg,tf-idf-val,node-label
(*กี่ - ADJ),0.06791126762339618,-1.0791812460476249,-1.0112699784242287,neg
(กระโดดร่ม - VERB),0.5478175588287291,0,0.5478175588287291,pos
(ส่วนตัว - ADJ),0.02025502783489759,-0.5395906230238124,-0.5193355951889148,neg
(วาง - VERB),0.48612066803754217,0,0.48612066803754217,pos
(กรุงเทพ - VERB),0.4321072604778152,0,0.4321072604778152,pos
(งาม - ADJ),0.38889653443003375,0,0.38889653443003375,pos
(ซื้อ - ADV),0.38889653443003375,0,0.38889653443003375,pos
(เดียว - ADJ),0.38889653443003375,0,0.38889653443003375,pos
(สนุกสนาน - ADJ),0.38889653443003375,0,0.38889653443003375,pos
(กล้วย - VERB),0.3661152765878744,0,0.3661152765878744,pos
(เดินผ่าน - VERB),0,-0.35972708201587494,-0.35972708201587494,neg
(ที่นั่น - ADV),0.3286905352972375,0,0.3286905352972375,pos
(*มี - VERB),0.026750720682718467,-0.31126050015345746,-0.284509779470739,neg
(ลาก - VERB),0.2777832388785955,0,0.2777832388785955,pos
(เจ็ทสกี - VERB),0.27390877941436453,0,0.27390877941436453,pos
(ตอง - VERB),0.03749321695405751,-0.31126050015345746,-0.27376728319939997,neg
(เดินทาง - VERB),0,-0.2697953115119062,-0.2697953115119062,neg
(*ประทับใจ - VERB),0,-0.2697953115119062,-0.2697953115119062,neg
(น้อย - ADJ),0.042735882904399315,-0.2943221580129886,-0.2515862751085893,neg
(เอง - ADV),0.24306033401877108,0,0.24306033401877108,pos
(กุ้ง - VERB),0.24306033401877108,0,0.24306033401877108,pos
(รู้สึก - VERB),0.24306033401877108,0,0.24306033401877108,pos
(ด้านหน้า - ADV),0.24306033401877108,0,0.24306033401877108,pos
(ดึงดูด - VERB),0.24306033401877108,0,0.24306033401877108,pos
(ได้รับ - VERB),0.0328174517055496,-0.2697953115119062,-0.2369778598063566,neg
(คลับ - VERB),0.2160536302389076,0,0.2160536302389076,pos
(น่าขยะแขยง - VERB),0,-0.215836249209525,-0.215836249209525,neg
(*สะอาด - VERB),0,-0.215836249209525,-0.215836249209525,neg
(รบกวน - VERB),0,-0.215836249209525,-0.215836249209525,neg
(เกินไป - ADV),0.04651281159866568,-0.2593837501278812,-0.2128709385292155,neg
(เสมอ - ADV),0.20543158456077343,0,0.20543158456077343,pos
(ตอนกลางคืน - VERB),0.20543158456077343,0,0.20543158456077343,pos
(สบาย - VERB),0.20543158456077343,0,0.20543158456077343,pos
(ขาย - VERB),0.012151343100625853,-0.215836249209525,-0.20368490610889914,neg
(ทิ้ง - VERB),0,-0.20234648363392965,-0.20234648363392965,neg
(ใหญ่ - ADJ),0.06847719485359113,-0.2697953115119062,-0.2013181166583151,neg
(หาด - VERB),0.19920638502862878,0,0.19920638502862878,pos
(ทำลาย - VERB),0,-0.1945378125959109,-0.1945378125959109,neg
(เดียวกัน - VERB),0.19444826721501687,0,0.19444826721501687,pos
(เพียงแค่ - VERB),0.19444826721501687,0,0.19444826721501687,pos
(มากมาย - ADJ),0.028234748960813794,-0.215836249209525,-0.1876015002487112,neg
(ปิ้ง - VERB),0.1826058529429097,0,0.1826058529429097,pos
(ทั่ว - ADJ),0.1826058529429097,0,0.1826058529429097,pos
(หมด - VERB),0,-0.17986354100793747,-0.17986354100793747,neg
(พัก - VERB),0.17786198999157649,0,0.17786198999157649,pos
(สิทธิพิเศษ - VERB),0.1767711520136517,0,0.1767711520136517,pos
(เจ็ด - VERB),0.1767711520136517,0,0.1767711520136517,pos
(ไป - VERB),0.029837980210432543,-0.20234648363392965,-0.1725085034234971,neg
(เสียค่าใช้จ่าย - VERB),0.1690854497521886,0,0.1690854497521886,pos
(วันหยุด - VERB),0.16780283510277577,0,0.16780283510277577,pos
(กะ - VERB),0.10534953054398637,-0.2697953115119062,-0.16444578096791984,neg
(สมเหตุสมผล - ADJ),0.16304015749227843,0,0.16304015749227843,pos
(ลอง - VERB),0.16204022267918072,0,0.16204022267918072,pos
(ลิ่ง - ADV),0.16204022267918072,0,0.16204022267918072,pos
(. - ADV),0.1495755901653976,0,0.1495755901653976,pos
(ผับ - VERB),0.1495755901653976,0,0.1495755901653976,pos
(เล็ก - ADJ),0.1494047887714716,0,0.1494047887714716,pos
(พิเศษ - ADJ),0.1494047887714716,0,0.1494047887714716,pos
(ดู - VERB),0.032073287583197,-0.17986354100793747,-0.14779025342474048,neg
(คอย - VERB),0.14583620041126263,0,0.14583620041126263,pos
(หลากหลาย - ADJ),0.13695438970718227,0,0.13695438970718227,pos
(เกินไป - VERB),0.02124086520288301,-0.15416874943537498,-0.13292788423249197,neg
(เสนอ - VERB),0.12963217814334457,0,0.12963217814334457,pos
(*สะดวก - VERB),0.12963217814334457,0,0.12963217814334457,pos
(ข้อเสนอ - VERB),0.12641943665278366,0,0.12641943665278366,pos
(อย่างยิ่ง - ADV),0.12641943665278366,0,0.12641943665278366,pos
(เย็น - VERB),0.12153016700938554,0,0.12153016700938554,pos
(ไป - ADV),0.12153016700938554,0,0.12153016700938554,pos
(เมืองไทย - VERB),0.12153016700938554,0,0.12153016700938554,pos
